-0.251391	-0.133856	0
-0.222648	-0.127283	0
-0.19417	-0.120206	0
-0.138015	-0.104541	0
-0.082873	-0.086963	0
-0.028662	-0.067623	0
0.024483	-0.046269	0
0.076455	-0.0227	0
0.126696	0.004142	0
0.150937	0.019224	0
0.174486	0.035615	0
0.197236	0.053517	0
0.218946	0.073383	0
0.229322	0.084221	0
0.239165	0.096067	0
0.248182	0.109474	0
0.251944	0.117587	0
0.251737	0.133202	0
0.241634	0.137072	0
0.233956	0.13636	0
0.21993	0.132418	0
0.206677	0.127017	0
0.193771	0.120961	0
0.168544	0.107741	0
0.143743	0.093716	0
0.119209	0.079188	0
0.094674	0.064659	0
0.045552	0.035703	0
-0.00373	0.007049	0
-0.053012	-0.021606	0
-0.102427	-0.050008	0
-0.152081	-0.077958	0
-0.201976	-0.105454	0
-0.22699	-0.119076	0
-0.252084	-0.132547	0
