-0.261206	-0.10931	0
-0.232146	-0.105454	0
-0.203303	-0.101076	0
-0.146269	-0.090751	0
-0.090061	-0.078439	0
-0.034613	-0.064296	0
0.019966	-0.048061	0
0.073589	-0.029526	0
0.1258	-0.007591	0
0.151188	0.005103	0
0.176012	0.019156	0
0.200183	0.034778	0
0.223508	0.05244	0
0.234779	0.062212	0
0.245616	0.07303	0
0.255779	0.085469	0
0.260252	0.093153	0
0.261488	0.10863	0
0.251844	0.113393	0
0.244177	0.113396	0
0.229929	0.110789	0
0.216312	0.106665	0
0.202977	0.101861	0
0.176785	0.091103	0
0.15094	0.079507	0
0.125313	0.067389	0
0.099685	0.055271	0
0.048387	0.03114	0
-0.003042	0.007322	0
-0.05447	-0.016496	0
-0.106007	-0.040053	0
-0.15774	-0.063138	0
-0.209668	-0.085753	0
-0.235687	-0.09693	0
-0.26177	-0.10795	0
