-0.220544	-0.157287	0
-0.194249	-0.147537	0
-0.168267	-0.137346	0
-0.117244	-0.115637	0
-0.067412	-0.092248	0
-0.018677	-0.067313	0
0.028804	-0.040611	0
0.074906	-0.011964	0
0.118971	0.019555	0
0.139969	0.036773	0
0.160152	0.05514	0
0.179395	0.074833	0
0.197416	0.096249	0
0.205862	0.107752	0
0.213681	0.120139	0
0.220529	0.133896	0
0.223075	0.142012	0
0.220951	0.156713	0
0.210946	0.159114	0
0.203792	0.157494	0
0.191052	0.152045	0
0.179221	0.145314	0
0.167797	0.138008	0
0.145639	0.122426	0
0.123983	0.106136	0
0.10264	0.089404	0
0.081297	0.072672	0
0.038549	0.039297	0
-0.004388	0.006187	0
-0.047325	-0.026923	0
-0.090418	-0.059813	0
-0.133793	-0.092304	0
-0.177451	-0.124398	0
-0.199358	-0.140334	0
-0.221359	-0.156138	0
